frame_id,track_id,x,y,w,h,conf,class_id
105,4,906.02,507.16,48.38,53.47,1,0
105,6,306.49,406.69,62.03,54.68,1,0
105,7,333.55,191.52,54.10,49.66,1,0
105,11,1080.16,499.91,71.88,53.27,1,1
105,14,950.45,579.01,58.11,50.19,1,1
105,16,903.86,568.56,49.42,52.70,1,1
105,18,475.31,326.15,50.90,48.49,1,1
105,21,437.51,320.72,45.28,48.09,1,1
105,22,397.72,642.86,50.50,54.29,1,1
105,25,386.44,598.58,53.19,54.59,1,1
105,28,319.01,233.46,51.08,40.54,1,1
105,30,271.79,197.69,56.13,52.10,1,1
105,31,260.66,431.91,64.03,53.18,1,1
105,32,1004.42,226.22,52.30,45.14,1,1
105,33,975.14,261.05,52.98,36.21,1,1
106,4,923.06,509.12,49.36,52.89,1,0
106,6,325.93,408.23,61.31,54.73,1,0
106,7,354.15,191.86,52.06,50.12,1,0
106,11,1098.20,501.96,72.15,53.10,1,1
106,14,968.41,581.11,59.11,49.42,1,1
106,16,921.49,570.21,50.83,52.42,1,1
106,18,494.71,327.88,47.98,47.63,1,1
106,21,457.09,323.45,44.10,47.27,1,1
106,22,417.39,643.92,49.76,53.90,1,1
106,25,405.05,600.18,53.54,54.25,1,1
106,28,337.57,235.18,50.96,39.26,1,1
106,30,291.49,199.50,54.11,51.85,1,1
106,31,281.69,433.17,63.01,52.37,1,1
106,32,1019.04,225.50,54.12,48.08,1,1
106,33,991.10,260.94,49.76,36.20,1,1
107,4,939.63,508.15,49.60,54.16,1,0
107,6,344.13,405.95,62.47,54.54,1,0
107,7,370.76,190.48,55.43,51.18,1,0
107,11,1115.74,502.14,74.11,53.44,1,1
107,14,987.14,580.21,59.84,50.56,1,1
107,16,939.87,569.46,51.05,52.53,1,1
107,18,514.79,326.40,45.72,47.24,1,1
107,21,476.51,322.48,43.40,47.30,1,1
107,22,438.38,642.41,48.80,53.80,1,1
107,25,423.99,598.92,53.84,54.36,1,1
107,28,359.26,233.68,49.47,40.29,1,1
107,30,312.83,197.83,56.77,50.99,1,1
107,31,303.62,431.52,61.64,52.08,1,1
107,32,1035.64,227.23,58.23,47.59,1,1
107,33,1006.90,262.27,49.85,36.49,1,1
108,4,956.74,507.20,48.93,53.32,1,0
108,6,363.92,403.62,59.84,54.45,1,0
108,7,387.65,188.77,57.31,50.16,1,0
108,11,1132.19,500.20,76.81,53.83,1,1
108,14,1004.58,578.36,59.78,52.44,1,1
108,16,956.34,569.15,52.89,51.46,1,1
108,18,533.85,324.57,45.33,46.46,1,1
108,21,495.12,320.70,44.55,47.19,1,1
108,22,458.65,641.89,48.31,53.51,1,1
108,25,443.36,596.74,52.74,56.06,1,1
108,28,379.66,231.81,47.79,40.37,1,1
108,30,332.61,195.96,52.40,51.20,1,1
108,31,324.20,429.22,60.86,52.54,1,1
108,32,1052.12,225.45,58.32,48.29,1,1
108,33,1023.28,259.67,48.78,36.94,1,1
109,4,970.08,507.58,51.93,53.92,1,0
109,6,381.30,405.51,60.39,53.98,1,0
109,7,406.76,190.95,55.09,50.48,1,0
109,11,1148.96,500.66,75.65,53.98,1,1
109,14,1021.14,579.25,61.41,52.38,1,1
109,16,972.53,568.80,55.40,54.03,1,1
109,18,551.82,326.95,46.58,45.89,1,1
109,21,512.82,322.41,42.52,46.04,1,1
109,22,477.64,644.51,47.50,53.16,1,1
109,25,461.42,598.44,51.63,56.80,1,1
109,28,397.26,234.91,47.48,40.19,1,1
109,30,351.28,198.67,53.41,52.32,1,1
109,31,343.94,430.96,60.27,52.04,1,1
109,32,1065.83,229.70,59.81,45.36,1,1
110,4,984.76,507.19,53.60,53.18,1,0
110,6,398.57,406.26,59.34,53.42,1,0
110,7,425.24,192.81,53.37,50.07,1,0
110,11,1165.12,499.93,78.01,54.72,1,1
110,14,1039.16,578.13,61.88,51.42,1,1
110,16,987.79,568.74,56.59,53.03,1,1
110,18,569.91,328.15,44.74,45.03,1,1
110,19,0.01,332.13,20.67,50.83,1,1
110,21,530.34,323.24,43.14,45.45,1,1
110,22,496.35,643.77,47.30,52.88,1,1
110,25,478.23,598.29,52.78,56.57,1,1
110,28,415.51,236.25,48.13,40.51,1,1
110,30,369.17,201.10,51.93,52.13,1,1
110,31,363.00,431.04,60.12,52.03,1,1
110,32,1079.94,229.26,60.27,45.91,1,1
110,33,1048.18,261.66,52.69,36.41,1,1
111,4,993.22,507.15,60.61,52.96,1,0
111,6,416.84,405.63,57.94,54.22,1,0
111,7,442.17,191.05,52.95,49.34,1,0
111,11,1180.81,499.45,80.46,54.45,1,1
111,14,1055.19,577.10,62.88,51.86,1,1
111,16,1005.50,568.14,56.11,53.47,1,1
111,18,587.83,326.22,44.84,47.05,1,1
111,19,0.11,326.47,37.95,52.67,1,1
111,21,547.82,321.60,43.81,45.88,1,1
111,22,515.40,642.44,46.42,52.00,1,1
111,25,496.87,596.82,51.16,54.90,1,1
111,28,433.11,234.45,46.53,39.84,1,1
111,30,388.32,198.77,52.09,51.55,1,1
111,31,383.41,430.45,58.03,52.60,1,1
111,32,1095.36,225.97,61.84,48.13,1,1
111,33,1063.87,260.53,51.44,35.72,1,1
112,4,1008.14,507.69,62.18,54.18,1,0
112,6,435.88,406.05,57.15,53.12,1,0
112,7,459.42,191.93,53.12,48.98,1,0
112,11,1197.14,500.07,80.66,55.38,1,1
112,14,1073.47,578.66,63.07,51.74,1,1
112,16,1022.67,568.96,56.25,54.90,1,1
112,18,606.32,327.63,44.77,46.05,1,1
112,19,0.00,327.09,57.45,53.63,1,1
112,21,566.40,322.91,43.60,45.70,1,1
112,22,534.52,643.73,45.98,53.22,1,1
112,24,955.19,242.70,59.49,58.06,1,1
112,25,514.18,598.30,51.70,55.49,1,1
112,28,450.70,234.78,47.15,40.04,1,1
112,30,407.28,197.89,51.38,53.17,1,1
112,31,403.50,431.39,57.03,51.36,1,1
112,32,1109.58,227.56,61.74,46.90,1,1
112,34,0.16,42.10,51.37,60.09,1,1
113,4,1024.57,508.03,61.75,53.66,1,0
113,6,454.29,404.59,56.06,52.72,1,0
113,7,478.20,192.11,50.37,49.28,1,0
113,11,1213.45,499.45,66.55,56.47,1,1
113,14,1090.40,579.32,63.26,50.85,1,1
113,16,1037.87,566.56,57.41,57.11,1,1
113,18,624.00,326.61,44.78,45.77,1,1
113,19,1.09,326.62,73.33,53.46,1,1
113,21,583.78,321.77,44.08,45.88,1,1
113,22,552.28,642.24,46.35,52.69,1,1
113,25,531.24,597.33,52.40,54.98,1,1
113,28,469.00,235.51,45.50,39.88,1,1
113,30,425.36,199.94,50.71,52.15,1,1
113,31,422.25,430.20,57.42,51.30,1,1
113,32,1125.11,227.74,60.22,47.31,1,1
113,35,616.16,192.58,44.06,37.67,1,1
114,4,1036.80,506.46,62.99,51.65,1,0
114,6,470.81,402.48,55.36,51.56,1,0
114,7,496.53,191.34,48.67,47.64,1,0
114,11,1227.65,497.55,52.35,55.20,1,1
114,14,1105.10,576.53,63.43,52.62,1,1
114,16,1052.18,565.20,57.34,56.51,1,1
114,18,641.00,324.43,44.32,46.53,1,1
114,19,18.55,324.33,74.26,53.21,1,1
114,21,600.07,319.80,45.10,46.22,1,1
114,22,568.45,639.00,46.42,55.06,1,1
114,25,547.76,594.27,51.65,55.96,1,1
114,28,485.47,233.51,45.83,39.92,1,1
114,30,441.70,198.23,52.67,50.15,1,1
114,31,440.24,427.67,56.70,50.97,1,1
114,32,1141.52,225.67,59.04,47.40,1,1
114,35,631.76,191.25,45.15,37.48,1,1
114,36,90.46,52.02,64.72,52.87,1,1
114,37,0.18,251.41,39.63,45.59,1,1
115,4,1051.64,505.76,62.83,51.16,1,0
115,6,486.55,406.35,55.18,51.18,1,0
115,7,510.79,193.71,48.71,47.77,1,0
115,11,1241.84,495.07,38.16,53.81,1,1
115,14,1119.35,575.08,65.56,53.25,1,1
115,16,1067.61,564.26,58.18,54.29,1,1
115,18,656.15,325.92,45.21,45.40,1,1
115,19,34.83,329.93,77.82,53.43,1,1
115,21,614.28,321.37,44.81,45.94,1,1
115,22,585.67,642.60,45.40,53.38,1,1
115,25,563.76,597.59,53.06,55.21,1,1
115,28,501.20,235.61,46.25,40.58,1,1
115,30,458.67,200.81,50.82,49.81,1,1
115,31,457.95,431.86,55.29,50.81,1,1
115,32,1152.22,226.31,61.13,47.24,1,1
115,35,646.31,192.88,44.12,38.63,1,1
115,36,111.49,49.97,60.24,54.00,1,1
116,4,1066.00,504.69,63.77,50.59,1,0
116,6,504.20,404.85,53.59,49.51,1,0
116,7,525.12,195.06,49.62,47.16,1,0
116,14,1136.21,573.82,65.11,51.20,1,1
116,16,1083.73,562.59,57.50,53.12,1,1
116,18,672.74,327.87,44.59,43.53,1,1
116,19,52.84,330.67,75.96,52.41,1,1
116,21,630.17,322.87,45.59,45.70,1,1
116,22,603.47,638.41,46.01,52.45,1,1
116,25,581.23,594.27,52.85,54.71,1,1
116,28,517.25,238.23,45.62,40.37,1,1
116,30,475.94,201.97,50.60,50.79,1,1
116,31,476.11,429.36,55.48,50.53,1,1
116,32,1165.88,228.95,61.75,47.58,1,1
116,35,659.22,194.32,46.44,39.53,1,1
116,36,128.01,55.38,56.23,43.92,1,1
116,38,16.71,377.99,74.54,37.65,1,1
117,4,1079.26,504.45,65.60,49.69,1,0
117,6,521.35,405.35,53.26,48.62,1,0
117,7,542.55,195.13,48.61,47.30,1,0
117,14,1152.10,572.58,65.92,49.17,1,1
117,16,1098.96,560.40,59.44,53.28,1,1
117,18,690.30,328.30,44.78,44.10,1,1
117,19,72.36,328.75,72.88,52.04,1,1
117,21,647.73,323.76,45.29,45.67,1,1
117,22,621.72,635.21,46.13,51.96,1,1
117,24,1017.10,241.19,58.34,46.14,1,1
117,25,598.15,591.78,53.22,53.92,1,1
117,28,535.50,238.58,45.13,39.51,1,1
117,30,494.54,203.24,49.22,49.85,1,1
117,31,495.07,429.44,55.10,50.56,1,1
117,34,72.90,44.91,74.53,63.07,1,1
117,35,675.27,191.77,46.57,42.07,1,1
117,36,147.83,52.15,56.92,46.82,1,1
117,38,37.64,376.82,75.02,38.47,1,1
118,4,1093.39,507.46,67.18,49.78,1,0
118,6,536.98,405.24,54.10,49.89,1,0
118,7,558.84,192.01,50.24,47.74,1,0
118,14,1168.19,575.93,68.91,49.68,1,1
118,16,1115.48,564.16,60.55,53.01,1,1
118,18,707.38,327.69,45.79,44.22,1,1
118,19,91.33,326.94,70.34,52.67,1,1
118,21,663.97,323.55,46.85,45.03,1,1
118,22,639.46,639.89,46.76,51.29,1,1
118,24,1030.18,241.36,58.43,44.48,1,1
118,25,615.05,596.01,52.78,54.30,1,1
118,28,550.45,235.42,46.90,39.97,1,1
118,30,511.09,198.93,50.37,51.77,1,1
118,31,513.27,430.01,54.82,51.64,1,1
118,32,1191.94,228.54,66.34,50.00,1,1
118,34,91.58,37.83,72.86,62.34,1,1
118,35,688.95,186.71,49.04,45.64,1,1
118,36,164.56,47.00,56.23,48.83,1,1
118,38,58.14,376.85,68.17,36.83,1,1
119,4,1107.33,510.06,70.81,50.03,1,0
119,6,555.80,407.48,52.26,50.12,1,0
119,14,1184.44,577.84,70.20,52.17,1,1
119,16,1132.07,566.33,61.24,53.97,1,1
119,18,724.86,327.93,45.08,45.23,1,1
119,19,111.05,327.58,69.49,55.33,1,1
119,21,680.36,323.85,47.19,46.84,1,1
119,22,658.76,643.03,45.81,51.92,1,1
119,24,1041.54,238.77,61.27,45.81,1,1
119,25,632.88,598.88,53.04,54.90,1,1
119,28,569.29,236.00,44.80,39.68,1,1
119,30,528.66,199.03,49.67,53.52,1,1
119,31,532.60,432.25,54.44,52.48,1,1
119,34,111.81,41.83,71.95,62.06,1,1
119,35,705.88,186.69,47.26,46.88,1,1
119,36,181.76,50.79,59.96,46.79,1,1
119,37,51.02,254.44,67.72,45.43,1,1
119,38,77.22,377.87,68.15,38.96,1,1
119,39,0.85,210.68,74.36,53.18,1,1
120,4,1122.17,510.34,71.11,50.59,1,0
120,6,571.83,407.40,54.10,49.06,1,0
120,14,1200.68,578.64,66.25,50.70,1,1
120,16,1149.81,567.09,61.63,53.94,1,1
120,18,742.79,328.83,45.55,44.21,1,1
120,19,130.54,327.70,69.25,54.18,1,1
120,21,698.25,323.64,46.57,46.19,1,1
120,22,677.55,642.97,46.14,50.29,1,1
120,24,1058.08,239.25,61.03,47.02,1,1
120,25,651.09,598.26,52.72,56.42,1,1
120,28,588.81,237.23,44.06,38.68,1,1
120,30,548.24,201.19,47.87,51.46,1,1
120,31,552.83,432.26,53.90,51.48,1,1
120,34,132.53,45.44,72.20,60.40,1,1
120,35,725.07,190.36,45.46,43.54,1,1
120,36,203.87,53.28,49.98,42.00,1,1
120,37,70.89,254.82,66.58,46.00,1,1
120,38,97.63,376.76,66.55,38.53,1,1
120,39,20.26,211.00,74.07,52.65,1,1
120,40,594.35,193.31,48.05,47.36,1,1
120,41,0.00,566.17,36.50,56.90,1,1
121,4,1140.04,508.74,69.79,50.63,1,0
121,6,589.94,404.50,54.72,46.05,1,0
121,14,1218.52,576.88,60.36,49.95,1,1
121,16,1165.03,564.94,63.34,54.24,1,1
121,18,762.62,326.79,45.49,44.86,1,1
121,19,150.82,323.51,69.12,53.83,1,1
121,21,717.48,321.56,47.75,46.27,1,1
121,22,695.79,639.25,47.15,52.21,1,1
121,24,1072.26,245.59,59.03,41.88,1,1
121,25,667.98,595.13,55.18,55.86,1,1
121,28,606.97,235.13,44.76,38.11,1,1
121,30,566.99,199.34,49.49,51.20,1,1
121,31,573.36,429.26,54.02,51.62,1,1
121,34,156.28,43.77,70.13,60.05,1,1
121,35,744.94,185.78,44.18,46.66,1,1
121,36,225.36,53.52,52.60,43.57,1,1
121,37,89.16,251.65,61.76,45.08,1,1
121,38,119.14,373.22,64.63,37.05,1,1
121,39,41.34,208.23,74.83,52.96,1,1
121,40,613.12,190.69,48.10,47.64,1,1
121,42,89.91,341.62,56.36,37.71,1,1
122,4,1155.88,510.37,70.33,49.80,1,0
122,6,608.31,405.34,53.85,47.03,1,0
122,14,1229.90,575.42,49.55,51.16,1,1
122,16,1181.45,565.07,64.31,54.61,1,1
122,18,780.87,327.11,44.62,45.10,1,1
122,19,171.74,325.43,67.66,53.08,1,1
122,21,733.10,322.41,49.50,46.45,1,1
122,22,713.49,640.92,47.79,50.90,1,1
122,24,1085.11,242.83,60.62,44.96,1,1
122,25,685.51,596.09,53.57,55.47,1,1
122,28,624.80,236.08,45.90,39.20,1,1
122,30,585.59,201.00,48.85,50.15,1,1
122,31,592.32,430.42,54.02,52.13,1,1
122,34,179.10,43.83,68.50,61.94,1,1
122,35,764.13,187.19,41.55,45.34,1,1
122,36,245.98,53.69,55.54,43.05,1,1
122,37,107.34,254.14,61.43,44.10,1,1
122,38,138.51,374.29,63.87,38.39,1,1
122,39,62.35,211.27,67.11,50.94,1,1
122,40,631.46,194.28,46.84,45.10,1,1
122,42,108.79,343.20,56.14,36.91,1,1
123,4,1170.80,509.05,71.40,50.66,1,0
123,6,624.64,406.64,54.38,43.65,1,0
123,16,1197.86,563.86,65.02,55.75,1,1
123,18,798.50,329.18,44.59,45.00,1,1
123,19,190.98,329.50,66.11,51.43,1,1
123,21,750.33,324.57,50.46,46.48,1,1
123,22,732.26,641.68,48.24,50.06,1,1
123,24,1099.49,248.37,57.58,40.36,1,1
123,25,702.14,596.58,54.08,55.64,1,1
123,28,641.71,238.36,46.17,39.15,1,1
123,30,602.40,202.69,49.80,50.38,1,1
123,31,611.46,431.46,54.02,51.98,1,1
123,34,200.24,46.95,68.01,61.81,1,1
123,35,779.93,192.18,41.81,41.43,1,1
123,36,266.78,57.77,50.59,41.46,1,1
123,37,124.75,256.46,61.47,44.62,1,1
123,38,159.17,376.13,61.73,38.32,1,1
123,39,80.47,214.31,69.39,50.34,1,1
123,40,647.28,196.22,47.88,44.12,1,1
123,42,129.58,345.96,55.44,37.50,1,1
124,4,1186.34,507.96,73.56,50.21,1,0
124,6,642.84,404.72,53.98,43.75,1,0
124,16,1215.23,564.53,61.48,53.28,1,1
124,18,816.27,327.51,45.24,44.59,1,1
124,19,208.99,328.46,66.27,52.43,1,1
124,21,767.26,323.02,51.10,46.66,1,1
124,22,751.46,640.95,48.19,48.82,1,1
124,24,1112.77,246.74,58.68,39.47,1,1
124,25,720.81,594.91,50.54,54.15,1,1
124,28,658.66,236.81,46.51,39.24,1,1
124,30,621.62,201.96,48.86,50.87,1,1
124,31,631.27,429.37,53.59,52.15,1,1
124,34,220.48,47.39,66.07,60.90,1,1
124,35,800.93,191.46,37.03,40.44,1,1
124,36,285.12,57.65,49.36,42.35,1,1
124,37,140.70,256.14,64.79,45.71,1,1
124,38,179.25,376.05,59.29,37.95,1,1
124,39,95.25,213.78,70.39,51.29,1,1
124,40,664.27,194.86,47.87,45.21,1,1
124,42,150.13,344.12,53.28,38.82,1,1
125,4,1202.77,508.09,71.91,52.14,1,0
125,6,662.47,405.38,54.67,41.56,1,0
125,16,1232.23,563.30,47.57,46.02,1,1
125,18,835.55,327.74,45.96,44.65,1,1
125,19,230.62,328.58,64.25,53.00,1,1
125,21,786.30,323.56,52.09,46.09,1,1
125,22,771.27,641.39,49.21,50.17,1,1
125,24,1127.67,247.41,60.56,38.96,1,1
125,25,739.62,595.35,49.85,54.17,1,1
125,28,677.56,237.42,46.64,39.54,1,1
125,30,641.38,201.87,48.67,51.10,1,1
125,31,652.20,430.76,54.22,51.68,1,1
125,34,243.33,47.53,64.41,61.12,1,1
125,35,821.15,190.87,35.40,41.40,1,1
125,36,306.27,57.53,50.15,43.54,1,1
125,37,158.07,255.82,62.18,46.48,1,1
125,38,200.20,376.54,58.53,39.23,1,1
125,39,116.42,214.16,67.25,52.34,1,1
125,40,684.28,193.27,46.75,47.04,1,1
125,42,172.93,346.55,47.78,36.93,1,1
125,43,129.73,614.78,47.06,43.60,1,1
126,4,1220.27,511.36,59.73,49.29,1,0
126,6,682.64,405.41,53.65,41.25,1,0
126,18,855.93,328.85,45.18,44.36,1,1
126,19,254.82,328.72,61.99,52.29,1,1
126,21,806.15,323.78,51.33,46.01,1,1
126,22,791.58,641.78,50.11,49.28,1,1
126,24,1143.41,250.19,61.77,38.59,1,1
126,25,759.69,596.25,51.94,53.55,1,1
126,28,700.48,238.06,45.14,39.12,1,1
126,30,660.87,202.61,50.95,52.10,1,1
126,31,674.37,430.28,54.08,51.24,1,1
126,34,268.57,47.65,63.63,61.31,1,1
126,37,179.01,256.08,60.26,44.77,1,1
126,38,223.21,374.74,57.03,39.14,1,1
126,39,137.00,214.49,66.70,51.13,1,1
126,40,705.16,195.51,46.20,45.66,1,1
126,42,195.40,346.01,47.87,35.84,1,1
126,43,152.43,603.72,66.41,52.36,1,1
127,4,1236.68,509.21,42.81,49.19,1,0
127,6,702.02,405.35,53.78,40.14,1,0
127,18,875.58,327.57,46.48,44.15,1,1
127,19,277.05,327.43,60.08,52.97,1,1
127,21,824.58,322.44,53.59,47.48,1,1
127,22,811.07,639.82,51.08,50.49,1,1
127,24,1157.03,248.68,63.54,39.59,1,1
127,25,778.07,594.43,54.72,54.21,1,1
127,28,719.26,236.59,46.71,39.84,1,1
127,30,681.54,202.23,49.90,50.77,1,1
127,31,694.44,429.34,55.39,51.58,1,1
127,34,292.58,47.08,61.57,60.05,1,1
127,36,352.16,58.07,49.16,47.05,1,1
127,37,198.41,254.29,58.23,44.27,1,1
127,38,244.19,374.68,57.25,37.63,1,1
127,39,156.19,211.47,66.54,52.95,1,1
127,40,723.67,194.07,46.03,45.14,1,1
127,41,96.31,561.45,72.58,58.78,1,1
127,42,215.85,344.30,48.32,37.03,1,1
127,43,174.92,601.56,64.16,53.36,1,1
128,6,720.32,405.31,54.02,39.60,1,0
128,18,894.21,328.01,46.71,44.54,1,1
128,19,296.59,328.88,59.49,52.29,1,1
128,21,841.57,323.21,54.94,47.01,1,1
128,22,830.86,641.85,50.80,48.58,1,1
128,24,1171.62,248.67,65.01,38.07,1,1
128,25,797.47,596.25,54.38,53.61,1,1
128,28,737.05,237.43,47.82,40.85,1,1
128,30,700.79,202.48,49.83,50.32,1,1
128,31,714.81,430.51,54.93,52.22,1,1
128,34,314.77,45.92,60.44,60.71,1,1
128,36,372.32,56.01,46.33,48.82,1,1
128,37,216.42,256.18,56.26,44.97,1,1
128,38,265.53,376.43,55.64,38.34,1,1
128,39,179.67,214.79,61.40,52.08,1,1
128,40,740.66,194.73,45.77,44.88,1,1
128,41,115.81,565.55,71.78,59.59,1,1
128,42,237.78,345.95,47.97,36.56,1,1
128,43,195.99,605.94,61.45,52.19,1,1
129,6,738.63,406.39,54.76,37.08,1,0
129,18,914.18,329.07,45.67,45.51,1,1
129,19,319.41,329.82,57.29,52.63,1,1
129,21,861.13,324.11,54.21,47.76,1,1
129,22,850.41,641.38,51.32,48.76,1,1
129,24,1182.95,249.24,70.37,39.07,1,1
129,25,815.34,595.36,54.40,53.13,1,1
129,28,755.86,238.39,47.86,40.43,1,1
129,30,719.22,203.12,50.76,49.96,1,1
129,31,734.83,431.57,55.58,51.05,1,1
129,34,337.86,48.60,57.94,59.34,1,1
129,35,875.84,195.95,47.78,43.38,1,1
129,36,393.54,58.04,46.66,46.74,1,1
129,37,234.86,256.24,57.15,45.67,1,1
129,38,287.42,378.06,55.13,37.22,1,1
129,39,201.36,218.79,58.89,49.08,1,1
129,40,760.94,194.97,43.89,44.65,1,1
129,41,138.43,563.51,68.38,61.13,1,1
129,42,259.56,348.28,44.50,35.55,1,1
129,43,218.25,604.12,60.95,52.44,1,1
130,6,756.90,404.44,57.79,38.02,1,0
130,18,932.74,327.57,46.86,44.41,1,1
130,19,338.89,329.09,58.29,51.11,1,1
130,21,878.20,322.70,56.60,47.08,1,1
130,22,869.23,639.03,56.69,49.69,1,1
130,25,834.65,593.99,51.03,53.13,1,1
130,28,775.75,237.33,47.48,39.08,1,1
130,30,738.53,202.36,51.13,50.15,1,1
130,31,755.89,429.51,55.62,51.32,1,1
130,34,359.81,46.49,58.40,59.24,1,1
130,35,893.99,194.90,47.76,44.61,1,1
130,36,413.57,55.59,46.17,51.08,1,1
130,37,251.59,255.82,58.43,44.48,1,1
130,38,307.55,375.48,54.85,37.17,1,1
130,39,220.71,225.90,55.84,41.00,1,1
130,40,778.53,193.59,45.51,45.70,1,1
130,41,158.41,563.10,67.82,58.78,1,1
130,42,280.16,345.46,46.33,37.27,1,1
130,43,240.02,603.19,59.75,52.00,1,1
131,6,775.78,403.53,57.15,37.09,1,0
131,18,951.28,327.61,47.40,44.07,1,1
131,19,360.32,327.00,56.28,54.23,1,1
131,21,897.46,322.53,54.13,48.24,1,1
131,22,888.02,641.04,55.77,49.47,1,1
131,24,1213.63,247.90,66.06,40.04,1,1
131,25,853.34,595.03,53.59,54.45,1,1
131,28,795.93,237.09,46.87,39.89,1,1
131,30,757.54,202.51,51.29,50.08,1,1
131,31,776.39,429.58,55.55,51.06,1,1
131,34,382.81,47.07,56.70,58.21,1,1
131,35,910.53,195.02,47.03,44.73,1,1
131,36,433.66,57.40,47.85,52.25,1,1
131,37,271.22,256.12,54.86,44.12,1,1
131,38,328.66,376.00,54.00,37.22,1,1
131,39,236.87,224.15,59.03,43.46,1,1
131,40,795.37,193.81,47.31,45.39,1,1
131,41,180.48,563.00,65.89,59.97,1,1
131,42,301.96,346.91,44.59,36.48,1,1
131,43,262.26,604.28,58.26,53.03,1,1
132,6,794.55,404.86,55.34,36.84,1,0
132,18,970.64,329.65,48.77,42.97,1,1
132,19,382.24,329.38,54.92,52.22,1,1
132,21,916.53,323.17,55.86,47.24,1,1
132,22,909.04,641.25,55.43,48.30,1,1
132,25,872.65,594.99,54.68,54.63,1,1
132,28,814.00,238.45,48.54,38.89,1,1
132,30,777.68,203.91,50.52,49.38,1,1
132,31,797.01,429.36,56.63,51.65,1,1
132,34,406.72,49.79,55.30,59.29,1,1
132,35,928.58,196.79,49.07,43.29,1,1
132,36,456.89,60.24,42.58,55.53,1,1
132,37,290.58,257.26,52.99,43.27,1,1
132,38,351.42,376.07,51.27,37.13,1,1
132,39,256.58,217.96,58.17,50.62,1,1
132,40,814.50,195.74,47.15,44.93,1,1
132,41,202.57,563.63,63.98,58.12,1,1
132,42,323.87,347.00,45.36,36.72,1,1
132,43,285.40,602.99,56.23,53.43,1,1
133,6,812.90,403.84,57.33,38.98,1,0
133,18,991.78,328.23,48.25,43.30,1,1
133,19,404.01,327.31,53.74,52.75,1,1
133,21,935.98,322.67,56.19,47.79,1,1
133,22,929.80,639.65,55.44,48.33,1,1
133,24,1246.03,250.22,33.97,38.98,1,1
133,25,891.34,593.80,54.70,54.57,1,1
133,28,831.88,237.20,51.53,39.38,1,1
133,30,798.10,202.72,51.47,48.95,1,1
133,31,817.76,429.09,56.97,50.53,1,1
133,34,430.58,48.14,54.49,57.81,1,1
133,35,946.33,195.89,50.56,43.48,1,1
133,36,478.66,57.95,41.04,53.23,1,1
133,37,309.27,255.24,54.79,44.17,1,1
133,38,372.62,374.81,50.83,36.90,1,1
133,39,276.58,212.64,59.29,54.22,1,1
133,40,832.43,194.69,49.19,44.17,1,1
133,41,223.58,560.94,63.03,59.13,1,1
133,42,345.08,344.10,44.70,37.98,1,1
133,43,306.93,601.68,56.94,53.27,1,1
133,44,165.90,571.53,63.32,54.19,1,1
134,6,832.38,405.03,59.39,37.50,1,0
134,18,1011.01,328.38,47.77,44.08,1,1
134,19,424.89,330.00,53.33,51.24,1,1
134,21,952.64,324.72,58.81,45.84,1,1
134,22,949.05,639.23,57.49,49.13,1,1
134,25,910.72,594.31,52.68,53.52,1,1
134,28,853.09,237.23,50.30,40.45,1,1
134,30,817.16,203.22,51.66,49.42,1,1
134,31,837.42,429.80,58.96,51.68,1,1
134,34,453.06,47.77,53.86,59.73,1,1
134,35,962.36,195.83,51.02,45.12,1,1
134,36,502.06,57.82,38.13,53.43,1,1
134,37,327.46,253.60,55.11,48.14,1,1
134,38,393.75,376.20,49.87,37.79,1,1
134,39,296.28,213.91,57.95,53.87,1,1
134,40,851.87,196.03,48.09,43.04,1,1
134,41,245.29,562.60,60.90,58.73,1,1
134,42,367.73,346.03,41.69,36.59,1,1
134,43,329.00,602.98,55.01,52.26,1,1
134,44,188.86,572.49,62.29,53.61,1,1
135,6,850.86,404.70,60.36,39.48,1,0
135,18,1029.60,328.87,49.09,43.60,1,1
135,19,447.88,330.17,50.62,50.54,1,1
135,21,969.64,323.98,60.70,46.95,1,1
135,22,967.84,639.31,57.40,48.15,1,1
135,25,929.25,593.20,53.46,53.71,1,1
135,28,870.97,238.50,51.39,39.50,1,1
135,30,835.91,204.44,53.11,49.58,1,1
135,31,858.34,429.77,59.79,51.49,1,1
135,34,475.70,49.33,54.08,58.51,1,1
135,35,979.86,196.23,52.85,46.40,1,1
135,36,521.76,59.41,39.11,54.89,1,1
135,37,346.84,256.28,53.26,45.63,1,1
135,38,415.22,376.36,49.72,37.11,1,1
135,39,316.47,214.53,57.12,54.61,1,1
135,40,870.95,196.49,46.85,43.82,1,1
135,41,266.16,562.25,59.98,58.87,1,1
135,42,387.16,346.29,45.67,36.07,1,1
135,43,350.62,602.25,54.78,53.00,1,1
135,44,211.77,572.01,60.64,55.27,1,1
136,6,869.84,404.17,56.92,40.51,1,0
136,18,1048.23,327.90,50.09,44.12,1,1
136,19,464.87,329.81,53.38,50.63,1,1
136,21,989.38,323.08,59.46,47.60,1,1
136,22,987.51,638.35,59.41,49.08,1,1
136,25,947.18,592.93,55.40,54.05,1,1
136,28,890.39,236.31,51.84,40.39,1,1
136,30,854.74,203.04,53.38,50.01,1,1
136,31,877.99,429.19,60.17,51.61,1,1
136,34,498.37,47.67,51.46,60.68,1,1
136,35,996.95,195.78,53.52,44.19,1,1
